"date","away","home","doubleheader","name","team","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","ab","h","rbi","r","id"
"2013-07-10","NC","LG",0,"이병규","LG",7005,0,1011,0,7006,0,1011,0,0,0,0,0,4,2,2,1,751
"2013-07-11","NC","LG",0,"이병규","LG",0,2000,0,2000,0,2000,0,3000,0,0,0,0,3,0,0,0,751
"2013-07-13","LG","SK",0,"이병규","LG",0,0,0,0,0,0,0,1019,1017,0,0,0,2,2,0,0,751
"2013-07-16","LG","롯데",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,1019,0,2,1,0,1,751
"2013-07-17","LG","롯데",0,"이병규","LG",3000,0,1011,0,2000,0,0,3000,0,0,0,0,2,1,1,0,751
"2013-07-23","기아","LG",0,"이병규","LG",0,0,0,0,0,0,10192000,0,0,0,0,0,2,1,1,1,751
"2013-07-24","기아","LG",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2013-07-26","LG","두산",0,"이병규","LG",1019,0,3000,7006,3000,0,2000,0,7102,0,0,0,4,1,1,1,751
"2013-07-27","LG","두산",0,"이병규","LG",0,7005,7006,0,0,7003,0,7101,7107,0,0,0,5,0,0,0,751
"2013-07-28","LG","두산",0,"이병규","LG",0,0,0,0,0,0,0,7003,0,0,0,0,1,0,0,0,751
"2013-08-02","삼성","LG",0,"이병규","LG",0,7006,0,0,2000,0,1012,0,0,0,0,0,3,1,0,0,751
"2013-08-03","삼성","LG",0,"이병규","LG",2000,0,7006,0,0,7101,0,1011,0,0,0,0,4,1,0,0,751
"2013-08-04","삼성","LG",0,"이병규","LG",0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,0,2,751
"2013-08-06","LG","NC",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2013-08-07","LG","NC",0,"이병규","LG",0,4104,0,7100,1303,0,2000,0,1017,0,0,0,4,2,2,2,751
"2013-08-08","롯데","LG",0,"이병규","LG",0,0,0,0,0,0,3000,0,2000,0,0,0,1,0,0,0,751
"2013-08-09","롯데","LG",0,"이병규","LG",0,3000,0,1011,7003,0,3000,0,0,0,0,0,2,1,0,1,751
"2013-08-10","LG","두산",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2013-08-11","LG","두산",0,"이병규","LG",7304,0,0,1019,0,0,2000,2000,0,0,0,0,4,1,0,0,751
"2013-08-13","LG","삼성",0,"이병규","LG",0,1019,2000,7101,3000,0,2000,0,1116,0,0,0,5,2,2,1,751
"2013-08-14","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,751
"2013-08-16","한화","LG",0,"이병규","LG",0,7101,0,0,7100,0,2000,0,7100,0,0,0,4,0,0,0,751
"2013-08-17","LG","기아",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2013-08-18","LG","기아",0,"이병규","LG",0,0,0,0,0,3000,0,0,7002,0,0,0,1,0,1,0,751
"2013-08-20","LG","넥센",0,"이병규","LG",1019,0,7005,7100,0,1019,0,0,0,0,0,0,4,2,0,2,751
"2013-08-21","LG","넥센",0,"이병규","LG",1110,0,7104,0,1011,0,1017,0,2000,0,0,0,5,3,0,0,751
"2013-08-22","LG","SK",0,"이병규","LG",7100,0,7101,0,7006,0,3000,0,0,0,0,0,3,0,0,0,751
"2013-08-23","LG","SK",0,"이병규","LG",0,0,0,0,1017,0,0,0,0,0,0,0,1,1,1,0,751
"2013-08-27","넥센","LG",0,"이병규","LG",0,1018,0,7104,0,2100,0,1019,0,0,0,0,4,2,0,0,751
"2013-08-28","넥센","LG",0,"이병규","LG",0,0,7005,0,3000,0,3000,0,0,0,0,0,1,0,0,1,751
"2013-08-31","LG","롯데",0,"이병규","LG",7104,0,7006,0,3000,2000,0,0,1011,0,0,0,4,1,0,1,751
"2013-09-03","SK","LG",0,"이병규","LG",0,0,0,0,0,0,1116,0,0,0,0,0,1,1,0,0,751
"2013-09-04","SK","LG",0,"이병규","LG",0,7100,0,0,1017,0,7005,0,1019,0,0,0,4,2,1,0,751
"2013-09-05","LG","한화",0,"이병규","LG",0,2000,0,3100,0,2000,0,1110,0,0,0,0,3,1,1,0,751
"2013-09-06","LG","한화",0,"이병규","LG",0,1019,0,2000,0,7005,0,1116,0,0,0,0,4,2,0,0,751
"2013-09-07","삼성","LG",0,"이병규","LG",0,7006,0,7100,0,2000,0,0,7006,0,0,0,4,0,0,0,751
"2013-09-08","삼성","LG",0,"이병규","LG",7006,0,0,1019,7100,0,1018,0,0,0,0,0,4,2,2,1,751
"2013-09-12","기아","LG",0,"이병규","LG",0,7101,7101,0,1205,0,0,0,0,0,0,0,3,1,2,0,751
"2013-09-13","기아","LG",0,"이병규","LG",0,2000,0,7101,1011,0,7104,0,0,0,0,0,4,1,1,1,751
"2013-09-14","NC","LG",0,"이병규","LG",0,2000,0,3000,0,3000,0,0,0,0,0,0,1,0,0,0,751
"2013-09-15","NC","LG",0,"이병규","LG",0,7004,0,7006,0,7101,0,0,3100,0,0,0,3,0,0,0,751
"2013-09-17","LG","SK",0,"이병규","LG",0,7100,0,2000,0,7006,7004,0,0,0,0,0,4,0,0,0,751
"2013-09-18","LG","SK",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,751
"2013-09-19","LG","SK",0,"이병규","LG",7104,0,0,2000,0,0,2000,0,0,0,0,0,3,0,0,0,751
"2013-09-20","두산","LG",0,"이병규","LG",7100,0,0,2000,0,2000,0,0,2000,0,0,0,4,0,0,0,751
"2013-09-22","LG","NC",0,"이병규","LG",0,0,0,0,0,1302,0,2000,0,0,0,0,2,1,3,1,751
"2013-09-25","LG","한화",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,751
"2013-09-28","넥센","LG",0,"이병규","LG",0,0,0,0,0,0,0,7005,0,0,0,0,1,0,0,0,751
"2013-09-29","삼성","LG",0,"이병규","LG",0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,751
"2013-09-30","두산","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,1019,0,0,0,1,1,0,0,751
"2013-10-01","LG","롯데",0,"이병규","LG",0,7101,2000,0,0,7104,7100,0,0,0,0,0,4,0,0,0,751
"2013-10-02","한화","LG",0,"이병규","LG",0,7101,3000,0,7101,0,0,1018,0,0,0,0,3,1,0,1,751
"2013-10-03","한화","LG",0,"이병규","LG",0,2000,0,0,7004,0,1003,0,0,0,0,0,3,1,0,0,751
"2013-10-05","두산","LG",0,"이병규","LG",1017,0,0,7006,0,1011,0,7405,0,0,0,0,4,2,1,0,751
"2014-03-29","LG","두산",0,"이병규","LG",0,0,0,0,0,0,0,0,7100,0,0,0,1,0,0,0,751
"2014-03-30","LG","두산",0,"이병규","LG",7100,0,7100,0,3000,1023,0,3000,2000,0,0,0,4,1,1,2,751
"2014-04-01","SK","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,2000,0,0,0,1,0,0,0,751
"2014-04-02","SK","LG",0,"이병규","LG",7003,0,0,7101,0,10191116,0,0,0,0,0,0,4,2,1,1,751
"2014-04-03","SK","LG",0,"이병규","LG",3000,0,0,3000,0,3000,0,3000,0,0,0,0,0,0,0,0,751
"2014-04-08","LG","롯데",0,"이병규","LG",0,0,0,0,0,0,0,0,0,2000,0,0,1,0,0,0,751
"2014-04-09","LG","롯데",0,"이병규","LG",7205,0,0,7004,7101,0,0,3000,0,0,0,0,3,0,0,0,751
"2014-04-10","LG","롯데",0,"이병규","LG",0,0,4000,0,7005,0,7104,0,3200,0,0,0,3,0,0,0,751
"2014-04-22","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,0,7004,0,0,0,1,0,0,0,751
"2014-04-23","LG","삼성",0,"이병규","LG",0,3000,0,2000,7405,0,0,3000,0,0,0,0,2,0,0,0,751
"2014-04-24","LG","삼성",0,"이병규","LG",0,7006,0,0,3000,0,3000,3000,0,7005,0,0,2,0,1,1,751
"2014-04-25","기아","LG",0,"이병규","LG",0,3000,0,2000,0,0,7005,0,0,0,0,0,2,0,0,0,751
"2014-04-26","기아","LG",0,"이병규","LG",0,1011,0,0,3000,0,2000,0,7101,0,0,0,3,1,0,1,751
"2014-04-27","기아","LG",0,"이병규","LG",0,3000,0,7006,0,0,3000,7101,0,0,0,0,2,0,0,0,751
"2014-04-29","LG","NC",0,"이병규","LG",0,1117,0,7006,0,0,7004,0,3000,0,0,0,3,1,2,0,751
"2014-04-30","LG","NC",0,"이병규","LG",0,7005,0,7304,0,7005,0,2000,0,0,0,0,4,0,0,0,751
"2014-05-01","LG","NC",0,"이병규","LG",0,2000,0,7206,0,7101,0,0,0,0,0,0,3,0,0,0,751
"2014-05-03","두산","LG",0,"이병규","LG",0,3000,0,3000,0,2000,0,0,1019,0,0,0,2,1,0,0,751
"2014-05-04","두산","LG",0,"이병규","LG",0,1116,1116,0,7304,0,1017,0,0,0,0,0,4,3,3,1,751
"2014-05-05","두산","LG",0,"이병규","LG",0,1017,0,7402,0,7005,0,0,7004,0,0,0,4,1,0,0,751
"2014-05-06","한화","LG",0,"이병규","LG",0,1013,0,7005,0,7101,0,6300,1011,0,0,0,5,2,1,0,751
"2014-05-07","한화","LG",0,"이병규","LG",1003,0,0,3000,3000,0,0,2000,0,3000,0,0,2,1,0,1,751
"2014-05-08","한화","LG",0,"이병규","LG",0,2000,0,2000,0,0,7001,0,1017,0,0,0,4,1,0,0,751
"2014-05-09","LG","넥센",0,"이병규","LG",7101,0,3000,0,7003,0,1017,7100,0,0,0,0,4,1,0,2,751
"2014-05-10","LG","넥센",0,"이병규","LG",7005,0,1019,7206,0,0,2000,0,1017,0,0,0,5,2,1,0,751
"2014-05-11","LG","넥센",0,"이병규","LG",7100,0,0,7006,0,0,1019,0,7101,0,0,0,4,1,0,0,751
"2014-05-13","롯데","LG",0,"이병규","LG",0,7100,0,1019,0,0,7304,0,0,0,0,0,3,1,0,0,751
"2014-05-15","롯데","LG",0,"이병규","LG",0,0,1018,0,7100,0,7107,0,7101,0,0,0,4,1,0,0,751
"2014-05-20","LG","기아",0,"이병규","LG",0,3000,0,7102,0,5004,3000,0,7100,0,0,0,2,0,1,0,751
"2014-05-21","LG","기아",0,"이병규","LG",0,0,1019,0,2000,0,7101,0,2000,0,0,0,4,1,0,0,751
"2014-05-22","LG","기아",0,"이병규","LG",0,1011,1117,0,2000,7102,0,1110,0,0,0,0,5,3,1,2,751
"2014-05-23","LG","SK",0,"이병규","LG",1301,0,7101,0,7101,0,6001,0,1110,0,0,0,5,2,3,2,751
"2014-05-24","LG","SK",0,"이병규","LG",0,1019,0,0,2000,0,1303,0,0,0,0,0,3,2,2,1,751
"2014-05-25","LG","SK",0,"이병규","LG",1110,0,3000,0,0,2000,0,7006,0,0,0,0,3,1,3,0,751
"2014-05-27","삼성","LG",0,"이병규","LG",7003,0,7006,0,0,2000,0,0,3000,0,0,0,3,0,0,1,751
"2014-05-28","삼성","LG",0,"이병규","LG",0,7005,0,1116,1019,0,2000,0,1017,0,0,0,5,3,1,0,751
"2014-05-29","삼성","LG",0,"이병규","LG",7006,0,0,2000,0,3000,0,0,3000,0,0,0,2,0,0,0,751
"2014-05-30","LG","넥센",0,"이병규","LG",0,1011,0,2000,0,7005,0,1017,0,0,0,0,4,2,0,2,751
"2014-05-31","LG","넥센",0,"이병규","LG",2000,0,7003,0,3000,0,2000,0,1018,0,0,0,4,1,0,0,751
"2014-06-01","LG","넥센",0,"이병규","LG",0,0,0,0,0,0,1012,2000,0,0,0,0,2,1,0,0,751
"2014-06-06","기아","LG",0,"이병규","LG",7001,0,2000,0,7005,0,7003,0,0,0,0,0,4,0,0,0,751
"2014-06-07","기아","LG",0,"이병규","LG",0,0,0,0,0,0,0,7104,0,0,0,0,1,0,0,0,751
"2014-06-08","기아","LG",0,"이병규","LG",1012,1019,0,1202,1011,1118,0,1111,0,0,0,0,6,6,6,3,751
"2014-06-10","LG","롯데",0,"이병규","LG",0,3000,0,7100,0,7001,0,1111,0,0,0,0,3,1,0,1,751
"2014-06-11","LG","롯데",0,"이병규","LG",7101,0,0,3000,0,7005,0,1017,0,0,0,0,3,1,0,0,751
"2014-06-13","SK","LG",0,"이병규","LG",0,7101,0,7100,0,0,3000,7006,2000,0,0,0,4,0,0,1,751
"2014-06-15","SK","LG",0,"이병규","LG",0,30001110,0,1012,0,1111,7005,0,0,0,0,0,4,3,3,2,751
"2014-06-17","LG","두산",0,"이병규","LG",2000,0,1017,0,7004,0,0,2000,0,0,0,0,4,1,1,0,751
"2014-06-18","LG","두산",0,"이병규","LG",0,2000,0,5005,0,5005,1304,0,4104,0,0,0,2,1,6,1,751
"2014-06-19","LG","두산",0,"이병규","LG",7006,0,0,1301,0,7104,1301,0,0,0,0,0,4,2,2,2,751
"2014-06-21","LG","한화",0,"이병규","LG",0,7005,0,1019,0,7005,7006,0,0,0,0,0,4,1,0,0,751
"2014-06-22","LG","한화",0,"이병규","LG",0,7104,0,7006,3100,0,7005,0,0,0,0,0,3,0,0,1,751
"2014-06-23","LG","한화",0,"이병규","LG",0,1011,0,3000,0,5004,0,2000,0,0,0,0,2,1,1,0,751
"2014-06-24","NC","LG",0,"이병규","LG",0,7104,0,0,2000,0,0,3000,0,0,0,0,2,0,0,0,751
"2014-06-25","NC","LG",0,"이병규","LG",0,7006,0,3000,0,7006,0,7003,0,0,0,0,3,0,0,0,751
"2014-06-26","NC","LG",0,"이병규","LG",0,1201,0,3000,0,7004,0,0,0,0,0,0,2,1,0,0,751
"2014-06-27","LG","SK",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2014-06-28","LG","SK",0,"이병규","LG",0,0,0,0,0,2000,0,7006,0,0,0,0,2,0,0,0,751
"2014-06-29","LG","SK",0,"이병규","LG",0,3000,2000,0,1116,2000,7101,0,0,0,0,0,4,1,1,1,751
"2014-07-01","한화","LG",0,"이병규","LG",0,2000,0,0,7003,0,2000,0,0,7005,0,0,4,0,0,0,751
"2014-07-02","한화","LG",0,"이병규","LG",3000,0,0,3000,0,2000,7006,0,0,0,0,0,2,0,1,1,751
"2014-07-03","한화","LG",0,"이병규","LG",0,1019,1011,0,1117,0,2000,0,0,0,0,0,4,3,1,1,751
"2014-07-04","LG","NC",0,"이병규","LG",1017,0,7006,0,2000,0,4100,0,7101,0,0,0,4,1,1,0,751
"2014-07-05","LG","NC",0,"이병규","LG",0,7104,0,1110,0,3000,0,1118,0,0,0,0,3,2,0,0,751
"2014-07-07","LG","NC",0,"이병규","LG",0,1118,0,3000,0,7102,0,3000,0,0,0,0,2,1,1,0,751
"2014-07-08","두산","LG",0,"이병규","LG",0,1011,3000,0,1117,0,1018,0,0,0,0,0,3,3,1,3,751
"2014-07-09","두산","LG",0,"이병규","LG",0,0,0,0,0,0,0,2000,0,0,0,0,1,0,0,0,751
"2014-07-10","두산","LG",0,"이병규","LG",7101,0,0,2000,0,3000,0,1303,1110,0,0,0,4,2,5,1,751
"2014-07-15","삼성","LG",0,"이병규","LG",0,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,0,751
"2014-07-16","삼성","LG",0,"이병규","LG",1019,0,0,1117,0,2000,2000,0,0,0,0,0,4,2,3,0,751
"2014-07-22","LG","기아",0,"이병규","LG",0,7101,7300,0,0,7006,0,1017,0,0,0,0,4,1,0,1,751
"2014-07-23","LG","기아",0,"이병규","LG",0,3000,0,30001304,0,0,7101,0,1303,0,0,0,3,2,2,3,751
"2014-07-24","LG","기아",0,"이병규","LG",7302,0,0,1011,0,7006,0,1304,0,0,0,0,4,2,3,1,751
"2014-07-26","롯데","LG",0,"이병규","LG",0,1116,0,3000,0,0,7104,3000,0,0,0,0,2,1,0,1,751
"2014-07-27","롯데","LG",0,"이병규","LG",7005,0,0,3000,0,7107,0,3100,0,3000,0,0,2,0,0,1,751
"2014-07-28","롯데","LG",0,"이병규","LG",7407,0,0,2000,0,7004,3000,0,0,0,0,0,3,0,0,1,751
"2014-07-29","LG","삼성",0,"이병규","LG",0,1110,0,1117,0,7005,0,1116,0,0,0,0,4,3,1,2,751
"2014-07-30","LG","삼성",0,"이병규","LG",1301,0,3000,0,3000,0,0,7407,0,0,0,0,2,1,3,1,751
"2014-07-31","LG","삼성",0,"이병규","LG",0,2000,0,1301,0,2000,0,2000,0,0,0,0,4,1,1,1,751
"2014-08-01","넥센","LG",0,"이병규","LG",7006,0,2000,0,0,7001,0,7100,0,0,0,0,4,0,0,0,751
"2014-08-02","넥센","LG",0,"이병규","LG",0,7104,0,7101,0,0,7101,0,7206,0,0,0,4,0,0,0,751
"2014-08-04","넥센","LG",0,"이병규","LG",0,7101,3000,0,1011,7206,0,0,0,0,0,0,3,1,0,1,751
"2014-08-07","LG","NC",0,"이병규","LG",0,2000,0,1012,0,3100,1303,7006,0,0,0,0,4,2,2,2,751
"2014-08-08","LG","NC",0,"이병규","LG",7004,0,3100,0,0,0,0,0,0,0,0,0,1,0,0,0,751
"2014-08-11","한화","LG",0,"이병규","LG",1011,0,0,7104,0,7212,0,2000,0,0,0,0,4,1,0,0,751
"2014-08-12","SK","LG",0,"이병규","LG",2000,0,5002,0,2000,0,0,2000,0,0,0,0,3,0,1,0,751
"2014-08-15","NC","LG",0,"이병규","LG",0,0,0,0,0,0,0,4104,0,0,0,0,0,0,0,0,751
"2014-08-16","LG","삼성",0,"이병규","LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
"2014-08-19","LG","넥센",0,"이병규","LG",7402,0,7101,0,7107,0,1011,0,2000,0,0,0,5,1,0,0,751
"2014-08-20","LG","넥센",0,"이병규","LG",0,7101,0,3000,0,7005,0,2000,0,0,0,0,3,0,0,0,751
"2014-08-22","기아","LG",0,"이병규","LG",2000,0,0,7101,0,7100,0,7101,0,0,0,0,4,0,0,0,751
"2014-08-23","LG","롯데",0,"이병규","LG",1117,0,0,7107,0,7108,0,1019,0,0,0,0,4,2,2,0,751
"2014-08-24","LG","롯데",0,"이병규","LG",2000,0,0,1201,0,0,0,0,0,0,0,0,2,1,0,1,751
"2014-08-27","LG","두산",0,"이병규","LG",2000,7006,0,3000,0,7104,0,7005,0,0,0,0,4,0,0,0,751
"2014-08-28","LG","SK",0,"이병규","LG",7006,0,7004,0,0,2000,0,0,3000,0,0,0,3,0,0,0,751
"2014-08-29","LG","SK",0,"이병규","LG",2000,0,7004,0,3000,0,1110,3000,0,0,0,0,3,1,0,1,751
"2014-08-30","롯데","LG",0,"이병규","LG",3000,0,3000,0,2000,0,0,2000,0,0,0,0,2,0,0,1,751
"2014-08-31","롯데","LG",0,"이병규","LG",7006,0,0,2000,0,1117,0,2000,0,0,0,0,4,1,2,0,751
"2014-09-04","두산","LG",0,"이병규","LG",3000,0,7003,1001,0,2000,0,0,2000,0,7006,0,5,1,1,0,751
"2014-09-05","두산","LG",0,"이병규","LG",0,7101,0,1017,5002,2000,0,7005,0,0,0,0,4,1,1,0,751
"2014-09-06","LG","한화",0,"이병규","LG",7100,0,1012,0,3000,0,1019,0,1303,0,0,0,4,3,2,2,751
"2014-09-07","LG","한화",0,"이병규","LG",5004,0,7006,0,0,7206,0,0,3000,0,0,0,2,0,1,0,751
"2014-09-09","LG","기아",0,"이병규","LG",7005,0,1301,0,1017,0,1011,7005,0,0,0,0,5,3,4,2,751
"2014-09-10","LG","기아",0,"이병규","LG",0,3000,7005,7006,0,7005,0,0,0,0,0,0,3,0,0,1,751
"2014-09-13","삼성","LG",0,"이병규","LG",0,7104,0,2000,0,2000,0,7005,0,0,0,0,4,0,0,0,751
"2014-09-14","삼성","LG",0,"이병규","LG",2000,0,6001,3000,2000,0,0,0,0,0,0,0,3,0,0,1,751
"2014-10-03","넥센","LG",0,"이병규","LG",0,1017,1017,0,7100,7100,3000,0,0,0,0,0,4,2,0,2,751
"2014-10-04","넥센","LG",0,"이병규","LG",7100,0,0,1019,2000,0,0,7101,0,0,0,0,4,1,0,0,751
"2014-10-05","넥센","LG",0,"이병규","LG",0,0,0,0,0,3000,0,0,7100,0,0,0,1,0,0,0,751
"2014-10-06","NC","LG",0,"이병규","LG",2000,0,0,7004,0,7104,0,0,3100,0,0,0,3,0,0,0,751
"2014-10-07","삼성","LG",0,"이병규","LG",0,0,0,0,0,7002,0,1012,0,0,0,0,2,1,1,0,751
"2014-10-09","기아","LG",0,"이병규","LG",0,7102,0,2000,0,1019,1019,1025,0,7101,0,0,6,3,1,1,751
"2014-10-11","LG","두산",0,"이병규","LG",1011,0,7402,0,3000,0,2000,5005,0,0,0,0,3,1,1,0,751
"2014-10-12","LG","두산",0,"이병규","LG",1011,0,2000,0,7003,0,0,7101,0,0,0,0,4,1,0,1,751
"2014-10-15","LG","삼성",0,"이병규","LG",2000,0,0,7102,0,7101,0,7004,0,0,0,0,4,0,1,0,751
"2014-10-17","LG","롯데",0,"이병규","LG",1303,0,1303,0,3000,0,7003,1011,0,0,0,0,4,3,4,2,751
"2015-03-31","롯데","LG",0,"이병규","LG",0,7004,0,7400,0,7006,0,0,0,0,0,0,3,0,0,0,751
"2015-04-01","롯데","LG",0,"이병규","LG",0,7104,0,7100,0,3000,0,2000,0,7100,0,0,4,0,0,0,751
"2015-04-03","삼성","LG",0,"이병규","LG",0,2000,0,2000,7001,0,0,1001,0,7107,0,0,5,1,0,0,751
"2015-04-04","삼성","LG",0,"이병규","LG",0,1019,0,7006,2000,0,0,3000,0,0,0,0,3,1,0,0,751
"2015-04-05","삼성","LG",0,"이병규","LG",2000,0,0,3000,0,3100,0,1011,0,0,0,0,2,1,0,1,751
"2015-04-07","LG","한화",0,"이병규","LG",2000,0,0,1019,3000,0,2000,0,7003,0,7206,0,5,1,1,1,751
"2015-04-08","LG","한화",0,"이병규","LG",0,1018,0,2000,0,7100,0,2000,0,0,0,0,4,1,0,0,751
"2015-04-09","LG","한화",0,"이병규","LG",1011,0,0,3000,7214,0,0,0,0,0,0,0,2,1,1,1,751
"2015-04-10","두산","LG",0,"이병규","LG",2000,0,3000,0,7003,0,0,3000,0,0,0,0,2,0,0,0,751
"2015-04-11","두산","LG",0,"이병규","LG",3000,0,0,7307,0,2000,0,2000,0,0,0,0,3,0,0,0,751
"2015-04-12","두산","LG",0,"이병규","LG",0,3000,0,7101,0,6001,0,0,0,0,0,0,2,0,0,1,751
"2015-04-15","기아","LG",0,"이병규","LG",0,3000,0,3000,0,3000,0,0,7005,0,0,0,1,0,0,1,751
"2015-04-16","기아","LG",0,"이병규","LG",7101,0,1019,0,7003,3000,1303,0,0,0,0,0,4,2,4,2,751
"2015-04-17","LG","SK",0,"이병규","LG",0,7003,0,7101,0,2000,3100,0,0,0,0,0,3,0,0,0,751
"2015-04-18","LG","SK",0,"이병규","LG",0,3000,2000,0,0,2000,0,2000,0,0,0,0,3,0,0,1,751
"2015-04-21","한화","LG",0,"이병규","LG",7101,0,3000,0,3000,0,2000,7101,0,0,0,0,3,0,0,0,751
"2015-04-22","한화","LG",0,"이병규","LG",2000,0,0,1023,2000,0,0,1111,0,0,0,0,4,2,0,1,751
"2015-04-23","한화","LG",0,"이병규","LG",1011,0,3000,3000,0,1011,0,7006,0,0,0,0,3,2,0,1,751
"2015-04-24","LG","NC",0,"이병규","LG",0,7006,0,0,7402,0,7006,0,0,0,0,0,3,0,0,0,751
"2015-04-25","LG","NC",0,"이병규","LG",7006,0,0,1011,1110,0,7100,0,2000,0,0,0,5,2,2,1,751
"2015-04-26","LG","NC",0,"이병규","LG",0,1117,7006,0,0,2000,1301,0,2000,0,0,0,5,2,1,2,751
"2015-04-28","LG","삼성",0,"이병규","LG",2000,0,0,1302,0,7100,0,2000,3000,0,0,0,4,1,3,1,751
"2015-04-29","LG","삼성",0,"이병규","LG",2000,0,0,1111,0,3000,0,2000,0,0,0,0,3,1,0,1,751
"2015-04-30","LG","삼성",0,"이병규","LG",1019,0,0,2000,2000,0,0,1304,0,0,0,0,4,2,3,1,751
"2015-05-01","넥센","LG",0,"이병규","LG",0,3000,0,7005,0,0,7005,0,0,0,0,0,2,0,0,0,751
"2015-05-02","넥센","LG",0,"이병규","LG",0,2000,0,2000,0,0,2000,0,1023,0,0,0,4,1,0,1,751
"2015-05-03","넥센","LG",0,"이병규","LG",0,2000,0,7002,0,2000,0,0,0,0,0,0,3,0,0,0,751
"2015-05-05","LG","두산",0,"이병규","LG",3000,0,3000,0,7101,0,0,0,0,0,0,0,1,0,0,0,751
"2015-05-06","LG","두산",0,"이병규","LG",2000,0,7100,0,0,7001,7400,0,3000,0,0,0,4,0,0,0,751
"2015-05-07","LG","두산",0,"이병규","LG",2000,0,7107,0,2000,7101,0,0,7402,0,1011,0,6,1,0,1,751
"2015-05-08","LG","KT",0,"이병규","LG",1019,0,7003,0,7102,0,0,1301,0,0,0,0,4,2,1,1,751
"2015-05-09","LG","KT",0,"이병규","LG",3000,0,7101,0,7003,0,2000,0,1019,0,0,0,4,1,0,0,751
"2015-05-10","LG","KT",0,"이병규","LG",2000,0,2000,0,7101,0,0,7005,1301,0,0,0,5,1,2,1,751
"2015-05-13","NC","LG",0,"이병규","LG",1201,0,2000,0,3000,0,1001,0,0,0,0,0,3,2,1,1,751
"2015-05-14","NC","LG",0,"이병규","LG",2000,0,7404,0,0,7107,0,3200,0,0,1011,0,4,1,0,0,751
"2015-05-15","SK","LG",0,"이병규","LG",0,2000,0,0,1011,7101,0,2000,0,0,0,0,4,1,0,1,751
"2015-05-16","SK","LG",0,"이병규","LG",3000,0,0,1012,3000,0,0,0,0,0,0,0,1,1,0,2,751
"2015-05-17","SK","LG",0,"이병규","LG",2000,0,0,1019,2000,0,2000,0,0,0,0,0,4,1,0,0,751
"2015-05-19","LG","넥센",0,"이병규","LG",0,1118,0,2000,0,1017,2000,0,1011,0,0,0,5,3,1,2,751
"2015-05-20","LG","넥센",0,"이병규","LG",0,1304,0,7100,0,7006,0,0,1019,0,0,0,4,2,1,1,751
"2015-05-21","LG","넥센",0,"이병규","LG",3000,0,2000,0,0,1303,7003,0,3000,0,0,0,3,1,1,1,751
"2015-05-22","LG","롯데",0,"이병규","LG",7100,7101,0,7006,7402,7001,0,0,0,0,0,0,5,0,1,2,751
"2015-05-23","LG","롯데",0,"이병규","LG",0,3000,0,1116,0,1304,0,2000,1116,0,0,0,4,3,1,2,751
"2015-05-24","LG","롯데",0,"이병규","LG",7002,0,0,2000,0,7107,0,0,0,0,0,0,3,0,0,0,751
"2015-05-26","KT","LG",0,"이병규","LG",7104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,751
"2015-05-28","KT","LG",0,"이병규","LG",2000,0,0,3000,0,2000,0,2000,0,0,0,0,3,0,0,0,751
"2015-05-29","삼성","LG",0,"이병규","LG",7005,0,0,7101,0,7005,0,0,7006,0,0,0,4,0,1,0,751
"2015-05-30","삼성","LG",0,"이병규","LG",0,7104,0,2000,0,0,2000,0,3000,0,0,0,3,0,0,0,751
"2015-05-31","삼성","LG",0,"이병규","LG",0,1019,0,1117,0,3000,2000,0,0,0,0,0,3,2,0,1,751
"2015-06-02","LG","NC",0,"이병규","LG",0,1011,73047101,0,1304,3000,0,0,0,0,0,0,4,2,2,2,751
"2015-06-03","LG","NC",0,"이병규","LG",0,7100,0,2000,2000,0,0,1017,1117,0,0,0,5,2,2,1,751
"2015-06-05","SK","LG",0,"이병규","LG",0,0,0,0,0,0,3000,0,2000,0,0,3200,1,0,0,0,751
"2015-06-06","SK","LG",0,"이병규","LG",2000,0,2000,0,0,3000,7006,0,3000,0,0,0,3,0,0,1,751
"2015-06-07","SK","LG",0,"이병규","LG",0,0,0,0,0,0,0,0,1017,0,0,0,1,1,0,0,751
